id,gouvernorat_libelle,delegation_libelle,localite_libelle,latitude,longitude
1008,Nabeul,Nabeul,Beni Khiar,36.469200,10.782100
1009,Nabeul,Nabeul,Bou Argoub,36.527900,10.563500
1010,Nabeul,Nabeul,Dar Chaabane El Fehri,36.468300,10.792500
1011,Nabeul,Nabeul,El Mida,36.735400,11.019800
1012,Nabeul,Nabeul,Hammamet,36.407200,10.618500
1013,Nabeul,Nabeul,Korba,36.578500,10.858600
1014,Nabeul,Nabeul,Menzel Bouzelfa,36.652900,10.594100
1015,Nabeul,Nabeul,Menzel Temime,36.785800,10.912300
1016,Nabeul,Nabeul,Soliman,36.668200,10.489500
1017,Nabeul,Nabeul,Takelsa,36.767800,10.660700
1018,Nabeul,Nabeul,Grombalia,36.616800,10.508300
1019,Nabeul,Nabeul,Hammamet Nord,36.404500,10.617100
1020,Nabeul,Nabeul,Korbous,36.814400,10.573100
1021,Nabeul,Nabeul,Beni Khalled,36.652600,10.505300
1022,Nabeul,Nabeul,Tazarka,36.583500,10.852400
1023,Nabeul,Nabeul,El Haouaria,37.042500,11.014000
1024,Nabeul,Nabeul,Teboulba,35.648100,10.938100
1025,Nabeul,Nabeul,Kélibia,36.847700,11.093800
1026,Nabeul,Nabeul,Zaouit Djedidi,36.543300,10.637000
1027,Nabeul,Nabeul,Somâa,36.519800,10.572300
1028,Nabeul,Nabeul,Takilsa,36.789600,10.706100
1029,Nabeul,Nabeul,Menzel Horr,36.734800,10.814400
1030,Nabeul,Nabeul,Ras Jebel,37.204800,10.186500
1031,Nabeul,Nabeul,El Alia,37.170100,10.025600
1032,Nabeul,Nabeul,Dar Allouch,37.070100,11.097600
1033,Nabeul,Nabeul,Soliman Sud,36.684100,10.461200
1034,Nabeul,Nabeul,Hammamet Sud,36.384500,10.558500
1035,Kairouan,Kairouan Nord,Kairouan Ville,35.674600,10.096300
1036,Kairouan,Kairouan Nord,Bir El Haffey,34.929000,9.470600
1037,Kairouan,Kairouan Nord,Bou Hajla,35.294700,10.068900
1038,Kairouan,Kairouan Nord,Chebika,35.945000,9.138300
1039,Kairouan,Kairouan Nord,El Alâa,35.569700,9.885400
1040,Kairouan,Kairouan Nord,Haffouz,35.633000,9.707400
1041,Kairouan,Kairouan Nord,Hajeb El Ayoun,35.529100,9.494100
1042,Kairouan,Kairouan Nord,Nasrallah,35.411600,9.732500
1043,Kairouan,Kairouan Nord,Oueslatia,35.846600,9.555400
1044,Kairouan,Kairouan Nord,Sbikha,35.932800,10.021500
1045,Kairouan,Kairouan Nord,Chrarda,35.144300,10.013800
1046,Kairouan,Kairouan Nord,Kairouan Nord,35.688800,10.104200
1047,Kairouan,Kairouan Sud,Kairouan Sud,35.634600,10.073300
1048,Kairouan,Kairouan Sud,Chebika Sud,35.925000,9.118300
1049,Kairouan,Kairouan Sud,Bou Hajla Sud,35.284700,10.058900
1050,Kairouan,Kairouan Sud,El Alâa Sud,35.549700,9.865400
1051,Kairouan,Kairouan Sud,Haffouz Sud,35.613000,9.687400
1052,Kairouan,Kairouan Sud,Hajeb El Ayoun Sud,35.509100,9.474100
1053,Kairouan,Kairouan Sud,Nasrallah Sud,35.391600,9.712500
1054,Kairouan,Kairouan Sud,Oueslatia Sud,35.826600,9.535400
1055,Kairouan,Kairouan Sud,Sbikha Sud,35.912800,10.001500
1056,Kairouan,Kairouan Sud,Chrarda Sud,35.124300,9.993800
1057,Gabès,Gabès Ville,Gabès Centre,33.881500,10.098200
1058,Gabès,Gabès Ville,Gabès Médina,33.884100,10.095500
1059,Gabès,Gabès Ville,Gabès Sud,33.886700,10.092800
1060,Gabès,Gabès Ville,Gabès Ouest,33.889300,10.090100
1061,Gabès,Gabès Ville,Zrig,33.891900,10.087400
1062,Gabès,Gabès Ville,Chott Essalem,33.894500,10.084700
1063,Gabès,Gabès Ville,El Ferjani,33.897100,10.082000
1064,Gabès,Gabès Ville,Cité Nouvelle,33.899700,10.079300
1065,Gabès,Gabès Ville,Chenini Gabès,33.902300,10.076600
1066,Gabès,Gabès Ville,Ghannouch,33.904900,10.073900
1067,Gabès,Gabès Ville,Matmata,33.907500,10.071200
1068,Gabès,Gabès Ville,Mareth,33.910100,10.068500
1069,Gabès,Gabès Ville,Métouia,33.912700,10.065800
1070,Gabès,Gabès Ville,Nouvelle Matmata,33.915300,10.063100
1071,Gabès,Gabès Ville,El Hamma,33.917900,10.060400
1072,Gabès,Gabès Ville,El Alem,33.920500,10.057700
1073,Gabès,Gabès Ville,El Hamma Ouest,33.923100,10.055000
1074,Gabès,Gabès Ville,El Hamma Est,33.925700,10.052300
1075,Gabès,Gabès Ville,Douz,33.928300,10.049600
1076,Gabès,Gabès Ville,Nouvelle Matmata Nord,33.930900,10.046900
1077,Gabès,Gabès Ville,Nouvelle Matmata Sud,33.933500,10.044200
1078,Gabès,Gabès Ville,Nouvelle Matmata Est,33.936100,10.041500
1079,Gabès,Gabès Ville,Nouvelle Matmata Ouest,33.938700,10.038800
1080,Gabès,Gabès Ville,Gabès Plage,33.941300,10.036100
1081,Gabès,Gabès Ville,Gabès El Metouia,33.943900,10.033400
1082,Gabès,Gabès Ville,Gabès Matmata,33.946500,10.030700
1083,Gabès,Gabès Ville,Gabès Mareth,33.949100,10.028000
1084,Gabès,Gabès Ville,Gabès Nouvelle Matmata,33.951700,10.025300
1085,Gabès,Gabès Ville,Gabès El Hamma,33.954300,10.022600
1086,Gabès,Gabès Ville,Gabès Douz,33.956900,10.019900
1087,Gabès,Gabès Ville,Gabès Nouvelle Matmata Nord,33.959500,10.017200
1088,Gabès,Gabès Ville,Gabès Nouvelle Matmata Sud,33.962100,10.014500
1089,Gabès,Gabès Ville,Gabès Nouvelle Matmata Est,33.964700,10.011800
1090,Gabès,Gabès Ville,Gabès Nouvelle Matmata Ouest,33.967300,10.009100
1091,Medenine,Medenine Nord,Medenine Centre,33.353000,10.504500
1092,Medenine,Medenine Nord,Beni Khedache,33.348200,10.363800
1093,Medenine,Medenine Sud,Ben Guerdane,33.137800,11.219200
1094,Medenine,Medenine Sud,Zarzis,33.500500,11.112000
1095,Medenine,Djerba - Houmt Souk,Houmt Souk,33.807600,10.853000
1096,Medenine,Djerba - Houmt Souk,Midoun,33.813500,10.982000
1097,Medenine,Djerba - Ajim,Ajim,33.723900,10.753200
1098,Manouba,Borj El Amri,Borj El Amri,36.809000,10.008300
1099,Manouba,Borj El Amri,Douar Hicher,36.836400,10.047700
1100,Manouba,Borj El Amri,Ezzahra,36.838700,10.050000
1101,Manouba,Borj El Amri,Mornaguia,36.841000,10.052300
1102,Manouba,Borj El Amri,Oued Ellil,36.843300,10.054600
1103,Manouba,Douar Hicher,Douar Hicher,36.845600,10.056900
1104,Manouba,Douar Hicher,Cité Ennour,36.847900,10.059200
1105,Manouba,Douar Hicher,Cité Ettadhamen,36.850200,10.061500
1106,Manouba,Douar Hicher,Cité Erriadh,36.852500,10.063800
1107,Manouba,Douar Hicher,Cité El Menzah,36.854800,10.066100
1108,Manouba,El Battan,El Battan,36.857100,10.068400
1109,Manouba,El Battan,Cité El Amel,36.859400,10.070700
1110,Manouba,El Battan,Cité Ennasr,36.864000,10.075300
1111,Manouba,El Battan,Cité Erriadh,36.866300,10.077600
1112,Manouba,Jedaida,Jedaida,36.870900,10.082200
1113,Manouba,Jedaida,Cité Ennour,36.882400,10.093700
1114,Manouba,Jedaida,Cité Ettaamir,36.884700,10.096000
1115,Manouba,Jedaida,Cité Ettaamine,36.887000,10.098300
1116,Manouba,Jedaida,Cité El Khadra,36.889300,10.100600
1117,Manouba,Jedaida,Cité Erriadh,36.891600,10.102900
1118,Manouba,Mornaguia,Mornaguia,36.896200,10.107500
1119,Manouba,Mornaguia,Cité Ennasr,36.907700,10.119000
1120,Manouba,Mornaguia,Cité Ettaamir,36.910000,10.121300
1121,Manouba,Mornaguia,Cité Ettaamine,36.912300,10.123600
1122,Manouba,Mornaguia,Cité El Khadra,36.914600,10.125900
1123,Manouba,Oued Ellil,Oued Ellil,36.921500,10.132800
1124,Manouba,Oued Ellil,Cité El Amel,36.923800,10.135100
1125,Manouba,Oued Ellil,Cité El Bassatine,36.926100,10.137400
1126,Manouba,Oued Ellil,Cité El Ons,36.928400,10.139700
1127,Manouba,Oued Ellil,Cité Ezzouhour,36.930700,10.142000
1128,Manouba,Oued Ellil,Cité Ennasr,36.933000,10.144300
1129,Manouba,Oued Ellil,Cité Ettaamir,36.935300,10.146600
1130,Manouba,Oued Ellil,Cité Ettaamine,36.937600,10.148900
1131,Manouba,Oued Ellil,Cité El Khadra,36.939900,10.151200
1132,Manouba,Oued Ellil,Cité Erriadh,36.942200,10.153500
1133,Manouba,Oued Ellil,Cité Essalem,36.944500,10.155800
1134,Manouba,Tebourba,Tebourba,36.946800,10.158100
1135,Manouba,Tebourba,Cité El Amel,36.949100,10.160400
1136,Manouba,Tebourba,Cité El Bassatine,36.951400,10.162700
1137,Manouba,Tebourba,Cité El Ons,36.953700,10.165000
1138,Manouba,Tebourba,Cité Ezzouhour,36.956000,10.167300
1139,Manouba,Tebourba,Cité Ennasr,36.958300,10.169600
1140,Manouba,Tebourba,Cité Ettaamir,36.960600,10.171900
1141,Manouba,Tebourba,Cité Ettaamine,36.962900,10.174200
1142,Manouba,Tebourba,Cité El Khadra,36.965200,10.176500
1143,Manouba,Tebourba,Cité Erriadh,36.967500,10.178800
1144,Manouba,Tebourba,Cité Essalem,36.969800,10.181100
1145,Kef,Kef Est,Cité El Mansoura,36.182000,8.710600
1146,Kef,Kef Est,El Karma,36.184000,8.712300
1147,Kef,Kef Est,Oued Souani,36.186300,8.714600
1148,Kef,Kef Ouest,Kef Ouest,36.188600,8.716900
1149,Kef,Kef Ouest,Cité El Amel,36.190900,8.719200
1150,Kef,Kef Ouest,Cité El Bassatine,36.193200,8.721500
1151,Kef,Kef Ouest,Cité Ennasr,36.195500,8.723800
1152,Kef,Kef Ouest,Cité Ettaamir,36.197800,8.726100
1153,Kef,Kef Ouest,Cité Ettaamine,36.200100,8.728400
1154,Kef,Kef Ouest,Cité El Khadra,36.202400,8.730700
1155,Kef,Kef Ouest,Cité Erriadh,36.204700,8.733000
1156,Kef,Kef Ouest,Cité Essalem,36.207000,8.735300
1157,Kef,Nebeur,Nebeur,36.209300,8.737600
1158,Kef,Nebeur,Cité El Amel,36.211600,8.739900
1159,Kef,Nebeur,Cité El Bassatine,36.213900,8.742200
1160,Kef,Nebeur,Cité El Ons,36.216200,8.744500
1161,Kef,Nebeur,Cité Ezzouhour,36.218500,8.746800
1162,Kef,Nebeur,Cité Ennasr,36.220800,8.749100
1163,Kef,Nebeur,Cité Ettaamir,36.223100,8.751400
1164,Kef,Nebeur,Cité Ettaamine,36.225400,8.753700
1165,Kef,Nebeur,Cité El Khadra,36.227700,8.756000
1166,Kef,Nebeur,Cité Erriadh,36.230000,8.758300
1167,Kef,Nebeur,Cité Essalem,36.232300,8.760600
1168,Kef,Sakiet Sidi Youssef,Sakiet Sidi Youssef,36.234600,8.762900
1169,Kef,Sakiet Sidi Youssef,Cité El Amel,36.236900,8.765200
1170,Kef,Sakiet Sidi Youssef,Cité El Bassatine,36.239200,8.767500
1171,Kef,Sakiet Sidi Youssef,Cité El Ons,36.241500,8.769800
1172,Kef,Sakiet Sidi Youssef,Cité Ezzouhour,36.243800,8.772100
1173,Kef,Sakiet Sidi Youssef,Cité Ennasr,36.246100,8.774400
1174,Kef,Sakiet Sidi Youssef,Cité Ettaamir,36.248400,8.776700
1175,Kef,Sakiet Sidi Youssef,Cité Ettaamine,36.250700,8.779000
1176,Kef,Sakiet Sidi Youssef,Cité El Khadra,36.253000,8.781300
1177,Kef,Sakiet Sidi Youssef,Cité Erriadh,36.255300,8.783600
1178,Kef,Sakiet Sidi Youssef,Cité Essalem,36.257600,8.785900
1179,Kef,Touiref,Touiref,36.259900,8.788200
1180,Kef,Touiref,Cité El Amel,36.262200,8.790500
1181,Kef,Touiref,Cité El Bassatine,36.264500,8.792800
1182,Kef,Touiref,Cité El Ons,36.266800,8.795100
1183,Kef,Touiref,Cité Ezzouhour,36.269100,8.797400
1184,Kef,Touiref,Cité Ennasr,36.271400,8.799700
1185,Kef,Touiref,Cité Ettaamir,36.273700,8.802000
1186,Kef,Touiref,Cité Ettaamine,36.276000,8.804300
1187,Kef,Touiref,Cité El Khadra,36.278300,8.806600
1188,Kef,Touiref,Cité Erriadh,36.280600,8.808900
1189,Kef,Touiref,Cité Essalem,36.282900,8.811200
1190,Kef,Jerissa,Jerissa,36.285200,8.813500
1191,Kef,Jerissa,Cité El Amel,36.287500,8.815800
1192,Kef,Jerissa,Cité El Bassatine,36.289800,8.818100
1193,Kef,Jerissa,Cité El Ons,36.292100,8.820400
1194,Kef,Jerissa,Cité Ezzouhour,36.294400,8.822700
1195,Kef,Jerissa,Cité Ennasr,36.296700,8.825000
1196,Kef,Jerissa,Cité Ettaamir,36.299000,8.827300
1197,Kef,Jerissa,Cité Ettaamine,36.301300,8.829600
1198,Kef,Jerissa,Cité El Khadra,36.303600,8.831900
1199,Kef,Jerissa,Cité Erriadh,36.305900,8.834200
1200,Kef,Jerissa,Cité Essalem,36.308200,8.836500
1201,Kef,Tajerouine,Tajerouine,36.310500,8.838800
1202,Kef,Tajerouine,Cité El Amel,36.312800,8.841100
1203,Kef,Tajerouine,Cité El Bassatine,36.315100,8.843400
1204,Kef,Tajerouine,Cité El Ons,36.317400,8.845700
1205,Kef,Tajerouine,Cité Ezzouhour,36.319700,8.848000
1206,Kef,Tajerouine,Cité Ennasr,36.322000,8.850300
1207,Kef,Tajerouine,Cité Ettaamir,36.324300,8.852600
1208,Kef,Tajerouine,Cité Ettaamine,36.326600,8.854900
1209,Kef,Tajerouine,Cité El Khadra,36.328900,8.857200
1210,Kef,Tajerouine,Cité Erriadh,36.331200,8.859500
1211,Kef,Tajerouine,Cité Essalem,36.333500,8.861800
1212,Kef,Kalaat Senan,Kalaat Senan,36.335800,8.864100
1213,Kef,Kalaat Senan,Cité El Amel,36.338100,8.866400
1214,Kef,Kalaat Senan,Cité El Bassatine,36.340400,8.868700
1215,Kef,Kalaat Senan,Cité El Ons,36.342700,8.871000
1216,Kef,Kalaat Senan,Cité Ezzouhour,36.345000,8.873300
1217,Kef,Kalaat Senan,Cité Ennasr,36.347300,8.875600
1218,Kef,Kalaat Senan,Cité Ettaamir,36.349600,8.877900
1219,Kef,Kalaat Senan,Cité Ettaamine,36.351900,8.880200
1220,Kef,Kalaat Senan,Cité El Khadra,36.354200,8.882500
1221,Kef,Kalaat Senan,Cité Erriadh,36.356500,8.884800
1222,Kef,Kalaat Senan,Cité Essalem,36.358800,8.887100
1223,Kef,Kalaat Khasba,Kalaat Khasba,36.361100,8.889400
1224,Kef,Kalaat Khasba,Cité El Amel,36.363400,8.891700
1225,Kef,Kalaat Khasba,Cité El Bassatine,36.365700,8.894000
1226,Kef,Kalaat Khasba,Cité El Ons,36.368000,8.896300
1227,Kef,Kalaat Khasba,Cité Ezzouhour,36.370300,8.898600
1228,Kef,Kalaat Khasba,Cité Ennasr,36.372600,8.900900
1229,Kef,Kalaat Khasba,Cité Ettaamir,36.374900,8.903200
1230,Kef,Kalaat Khasba,Cité Ettaamine,36.377200,8.905500
1231,Kef,Kalaat Khasba,Cité El Khadra,36.379500,8.907800
1232,Kef,Kalaat Khasba,Cité Erriadh,36.381800,8.910100
1233,Kef,Kalaat Khasba,Cité Essalem,36.384100,8.912400
1234,Kef,Sers,Sers,36.386400,8.914700
1235,Kef,Sers,Cité El Amel,36.388700,8.917000
1236,Kef,Sers,Cité El Bassatine,36.391000,8.919300
1237,Kef,Sers,Cité El Ons,36.393300,8.921600
1238,Kef,Sers,Cité Ezzouhour,36.395600,8.923900
1239,Kef,Sers,Cité Ennasr,36.397900,8.926200
1240,Kef,Sers,Cité Ettaamir,36.400200,8.928500
1241,Kef,Sers,Cité Ettaamine,36.402500,8.930800
1242,Kef,Sers,Cité El Khadra,36.404800,8.933100
1243,Kef,Sers,Cité Erriadh,36.407100,8.935400
1244,Kef,Sers,Cité Essalem,36.409400,8.937700
1245,Kef,Dahmani,Dahmani,36.411700,8.940000
1246,Kef,Dahmani,Cité El Amel,36.414000,8.942300
1247,Kef,Dahmani,Cité El Bassatine,36.416300,8.944600
1248,Kef,Dahmani,Cité El Ons,36.418600,8.946900
1249,Kef,Dahmani,Cité Ezzouhour,36.420900,8.949200
1250,Kef,Dahmani,Cité Ennasr,36.423200,8.951500
1251,Kef,Dahmani,Cité Ettaamir,36.425500,8.953800
1252,Kef,Dahmani,Cité Ettaamine,36.427800,8.956100
1253,Kef,Dahmani,Cité El Khadra,36.430100,8.958400
1254,Kef,Dahmani,Cité Erriadh,36.432400,8.960700
1255,Kef,Dahmani,Cité Essalem,36.434700,8.963000
1256,Siliana,Siliana Nord,Siliana Ville,36.084000,9.366800
1257,Siliana,Siliana Nord,Cité Ennasr,36.086100,9.369100
1258,Siliana,Siliana Nord,Cité Erriadh,36.088200,9.371400
1259,Siliana,Siliana Nord,Cité Ettaamir,36.090300,9.373700
1260,Siliana,Siliana Nord,Cité El Khadra,36.092400,9.376000
1261,Siliana,Siliana Nord,Cité Essalem,36.094500,9.378300
1262,Siliana,Siliana Sud,Cité El Bassatine,36.096600,9.380600
1263,Siliana,Siliana Sud,Cité Ennasr,36.098700,9.382900
1264,Siliana,Siliana Sud,Cité Erriadh,36.100800,9.385200
1265,Siliana,Siliana Sud,Cité Ettaamir,36.102900,9.387500
1266,Siliana,Siliana Sud,Cité El Khadra,36.105000,9.389800
1267,Siliana,Siliana Sud,Cité Essalem,36.107100,9.392100
1268,Siliana,Gaâfour,Gaâfour,36.109200,9.394400
1269,Siliana,Gaâfour,Cité El Amel,36.111300,9.396700
1270,Siliana,Gaâfour,Cité El Bassatine,36.113400,9.399000
1271,Siliana,Gaâfour,Cité Ennacim,36.115500,9.401300
1272,Siliana,Gaâfour,Cité Ezzouhour,36.117600,9.403600
1273,Siliana,Gaâfour,Cité Ennasr,36.119700,9.405900
1274,Siliana,Gaâfour,Cité Erriadh,36.121800,9.408200
1275,Siliana,Gaâfour,Cité Ettaamir,36.123900,9.410500
1276,Siliana,Gaâfour,Cité Ettaamine,36.126000,9.412800
1277,Siliana,El Krib,El Krib,36.128100,9.415100
1278,Siliana,El Krib,Cité Ennasr,36.130200,9.417400
1279,Siliana,El Krib,Cité Erriadh,36.132300,9.419700
1280,Siliana,El Krib,Cité Ettaamir,36.134400,9.422000
1281,Siliana,El Krib,Cité El Khadra,36.136500,9.424300
1282,Siliana,El Krib,Cité Essalem,36.138600,9.426600
1283,Siliana,Bou Arada,Bou Arada,36.140700,9.428900
1284,Siliana,Bou Arada,Cité El Amel,36.142800,9.431200
1285,Siliana,Bou Arada,Cité El Bassatine,36.144900,9.433500
1286,Siliana,Bou Arada,Cité Ennacim,36.147000,9.435800
1287,Siliana,Bou Arada,Cité Ezzouhour,36.149100,9.438100
1288,Siliana,Bou Arada,Cité Ennasr,36.151200,9.440400
1289,Siliana,Bou Arada,Cité Erriadh,36.153300,9.442700
1290,Siliana,Bou Arada,Cité Ettaamir,36.155400,9.445000
1291,Siliana,Bou Arada,Cité Ettaamine,36.157500,9.447300
1292,Siliana,Kesra,Kesra,36.159600,9.449600
1293,Siliana,Kesra,Cité Ennasr,36.161700,9.451900
1294,Siliana,Kesra,Cité Erriadh,36.163800,9.454200
1295,Siliana,Kesra,Cité Ettaamir,36.165900,9.456500
1296,Siliana,Kesra,Cité El Khadra,36.168000,9.458800
1297,Siliana,Kesra,Cité Essalem,36.170100,9.461100
1298,Siliana,Bargou,Bargou,36.172200,9.463400
1299,Siliana,Bargou,Cité El Amel,36.174300,9.465700
1300,Siliana,Bargou,Cité El Bassatine,36.176400,9.468000
1301,Siliana,Bargou,Cité Ennacim,36.178500,9.470300
1302,Siliana,Bargou,Cité Ezzouhour,36.180600,9.472600
1303,Siliana,Bargou,Cité Ennasr,36.182700,9.474900
1304,Siliana,Bargou,Cité Erriadh,36.184800,9.477200
1305,Siliana,Bargou,Cité Ettaamir,36.186900,9.479500
1306,Siliana,Bargou,Cité Ettaamine,36.189000,9.481800
1307,Siliana,Makthar,Makthar,36.191100,9.484100
1308,Siliana,Makthar,Cité Ennasr,36.193200,9.486400
1309,Siliana,Makthar,Cité Erriadh,36.195300,9.488700
1310,Siliana,Makthar,Cité Ettaamir,36.197400,9.491000
1311,Siliana,Makthar,Cité El Khadra,36.199500,9.493300
1312,Siliana,Makthar,Cité Essalem,36.201600,9.495600
1313,Siliana,Rouhia,Rouhia,36.203700,9.497900
1314,Siliana,Rouhia,Cité El Amel,36.205800,9.500200
1315,Siliana,Rouhia,Cité El Bassatine,36.207900,9.502500
1316,Siliana,Rouhia,Cité Ennacim,36.210000,9.504800
1317,Siliana,Rouhia,Cité Ezzouhour,36.212100,9.507100
1318,Siliana,Rouhia,Cité Ennasr,36.214200,9.509400
1319,Siliana,Rouhia,Cité Erriadh,36.216300,9.511700
1320,Siliana,Rouhia,Cité Ettaamir,36.218400,9.514000
1321,Siliana,Rouhia,Cité Ettaamine,36.220500,9.516300
1322,Siliana,El Aroussa,El Aroussa,36.222600,9.518600
1323,Siliana,El Aroussa,Cité El Amel,36.224700,9.520900
1324,Siliana,El Aroussa,Cité El Bassatine,36.226800,9.523200
1325,Siliana,El Aroussa,Cité Ennacim,36.228900,9.525500
1326,Siliana,El Aroussa,Cité Ezzouhour,36.231000,9.527800
1327,Siliana,El Aroussa,Cité Ennasr,36.233100,9.530100
1328,Siliana,El Aroussa,Cité Erriadh,36.235200,9.532400
1329,Siliana,El Aroussa,Cité Ettaamir,36.237300,9.534700
1330,Siliana,El Aroussa,Cité Ettaamine,36.239400,9.537000
1331,Siliana,Bouarada,Bouarada,36.241500,9.539300
1332,Siliana,Bouarada,Cité El Amel,36.243600,9.541600
1333,Siliana,Bouarada,Cité El Bassatine,36.245700,9.543900
1334,Siliana,Bouarada,Cité Ennacim,36.247800,9.546200
1335,Siliana,Bouarada,Cité Ezzouhour,36.249900,9.548500
1336,Siliana,Bouarada,Cité Ennasr,36.252000,9.550800
1337,Siliana,Bouarada,Cité Erriadh,36.254100,9.553100
1338,Siliana,Bouarada,Cité Ettaamir,36.256200,9.555400
1339,Siliana,Bouarada,Cité Ettaamine,36.258300,9.557700
1340,Siliana,Cebbala Ouled Asker,Cebbala Ouled Asker,36.260400,9.560000
1341,Siliana,Cebbala Ouled Asker,Cité El Amel,36.262500,9.562300
1342,Siliana,Cebbala Ouled Asker,Cité El Bassatine,36.264600,9.564600
1343,Siliana,Cebbala Ouled Asker,Cité Ennacim,36.266700,9.566900
1344,Siliana,Cebbala Ouled Asker,Cité Ezzouhour,36.268800,9.569200
1345,Siliana,Cebbala Ouled Asker,Cité Ennasr,36.270900,9.571500
1346,Siliana,Cebbala Ouled Asker,Cité Erriadh,36.273000,9.573800
1347,Siliana,Cebbala Ouled Asker,Cité Ettaamir,36.275100,9.576100
1348,Siliana,Cebbala Ouled Asker,Cité Ettaamine,36.277200,9.578400
1349,Siliana,Béni Mtir,Béni Mtir,36.279300,9.580700
1350,Siliana,Béni Mtir,Cité El Amel,36.281400,9.583000
1351,Siliana,Béni Mtir,Cité El Bassatine,36.283500,9.585300
1352,Siliana,Béni Mtir,Cité Ennacim,36.285600,9.587600
1353,Siliana,Béni Mtir,Cité Ezzouhour,36.287700,9.589900
1354,Siliana,Béni Mtir,Cité Ennasr,36.289800,9.592200
1355,Siliana,Béni Mtir,Cité Erriadh,36.291900,9.594500
1356,Siliana,Béni Mtir,Cité Ettaamir,36.294000,9.596800
1357,Siliana,Béni Mtir,Cité Ettaamine,36.296100,9.599100
1358,Siliana,Echrarda,Echrarda,36.298200,9.601400
1359,Siliana,Echrarda,Cité El Amel,36.300300,9.603700
1360,Siliana,Echrarda,Cité El Bassatine,36.302400,9.606000
1361,Siliana,Echrarda,Cité Ennacim,36.304500,9.608300
1362,Siliana,Echrarda,Cité Ezzouhour,36.306600,9.610600
1363,Siliana,Echrarda,Cité Ennasr,36.308700,9.612900
1364,Siliana,Echrarda,Cité Erriadh,36.310800,9.615200
1365,Siliana,Echrarda,Cité Ettaamir,36.312900,9.617500
1366,Siliana,Echrarda,Cité Ettaamine,36.315000,9.619800
1367,Siliana,Kesra,Cité El Amel,36.319200,9.624400
1368,Siliana,Kesra,Cité El Bassatine,36.321300,9.626700
1369,Siliana,Kesra,Cité Ennacim,36.323400,9.629000
1370,Siliana,Kesra,Cité Ezzouhour,36.325500,9.631300
1371,Siliana,Kesra,Cité Ettaamine,36.333900,9.640500
1372,Sidi Bouzid,Sidi Bouzid Est,Cité Ennasr,35.040000,9.486000
1373,Sidi Bouzid,Sidi Bouzid Est,Cité Erriadh,35.042000,9.488000
1374,Sidi Bouzid,Sidi Bouzid Est,Cité Ettaamir,35.044000,9.490000
1375,Sidi Bouzid,Sidi Bouzid Est,Cité El Khadra,35.046000,9.492000
1376,Sidi Bouzid,Sidi Bouzid Est,Cité Essalem,35.048000,9.494000
1377,Sidi Bouzid,Sidi Bouzid Ouest,Cité Ennasr,35.050000,9.496000
1378,Sidi Bouzid,Sidi Bouzid Ouest,Cité Erriadh,35.052000,9.498000
1379,Sidi Bouzid,Sidi Bouzid Ouest,Cité Ettaamir,35.054000,9.500000
1380,Sidi Bouzid,Sidi Bouzid Ouest,Cité El Khadra,35.056000,9.502000
1381,Sidi Bouzid,Sidi Bouzid Ouest,Cité Essalem,35.058000,9.504000
1382,Sidi Bouzid,Bir El Hafey,Cité El Amel,35.062000,9.508000
1383,Sidi Bouzid,Bir El Hafey,Cité El Bassatine,35.064000,9.510000
1384,Sidi Bouzid,Bir El Hafey,Cité Ennacim,35.066000,9.512000
1385,Sidi Bouzid,Bir El Hafey,Cité Ezzouhour,35.068000,9.514000
1386,Sidi Bouzid,Bir El Hafey,Cité Ennasr,35.070000,9.516000
1387,Sidi Bouzid,Bir El Hafey,Cité Erriadh,35.072000,9.518000
1388,Sidi Bouzid,Bir El Hafey,Cité Ettaamir,35.074000,9.520000
1389,Sidi Bouzid,Bir El Hafey,Cité Ettaamine,35.076000,9.522000
1390,Sidi Bouzid,Jilma,Cité Ennasr,35.080000,9.526000
1391,Sidi Bouzid,Jilma,Cité Erriadh,35.082000,9.528000
1392,Sidi Bouzid,Jilma,Cité Ettaamir,35.084000,9.530000
1393,Sidi Bouzid,Jilma,Cité El Khadra,35.086000,9.532000
1394,Sidi Bouzid,Jilma,Cité Essalem,35.088000,9.534000
1395,Sidi Bouzid,Cebbala Ouled Asker,Cité El Amel,35.092000,9.538000
1396,Sidi Bouzid,Cebbala Ouled Asker,Cité El Bassatine,35.094000,9.540000
1397,Sidi Bouzid,Cebbala Ouled Asker,Cité Ennacim,35.096000,9.542000
1398,Sidi Bouzid,Cebbala Ouled Asker,Cité Ezzouhour,35.098000,9.544000
1399,Sidi Bouzid,Cebbala Ouled Asker,Cité Ennasr,35.100000,9.546000
1400,Sidi Bouzid,Cebbala Ouled Asker,Cité Erriadh,35.102000,9.548000
1401,Sidi Bouzid,Cebbala Ouled Asker,Cité Ettaamir,35.104000,9.550000
1402,Sidi Bouzid,Cebbala Ouled Asker,Cité Ettaamine,35.106000,9.552000
1403,Sidi Bouzid,Meknassy,Cité Ennasr,35.110000,9.556000
1404,Sidi Bouzid,Meknassy,Cité Erriadh,35.112000,9.558000
1405,Sidi Bouzid,Meknassy,Cité Ettaamir,35.114000,9.560000
1406,Sidi Bouzid,Meknassy,Cité El Khadra,35.116000,9.562000
1407,Sidi Bouzid,Meknassy,Cité Essalem,35.118000,9.564000
1408,Sidi Bouzid,Menzel Bouzaiane,Menzel Bouzaiane,35.120000,9.566000
